sequence_id	quartet_index	mode_position	seed	split	intensity	pair_group_id	mode_order	plan_sha256
402	100	2	seed034	train	medium	seed034_medium	vless	4365b7dc31479117801b697a451c57ec615add91da3686102204f07e0b524761
403	100	3	seed034	train	medium	seed034_medium	shadowsocks	4365b7dc31479117801b697a451c57ec615add91da3686102204f07e0b524761
404	100	4	seed034	train	medium	seed034_medium	trojan	4365b7dc31479117801b697a451c57ec615add91da3686102204f07e0b524761
405	101	1	seed034	train	heavy	seed034_heavy	vless	f472e4b4b5f905fc3a6b2e87986c9853d0c0f7d63a3f9b7df8e4664d760fe12d
406	101	2	seed034	train	heavy	seed034_heavy	shadowsocks	f472e4b4b5f905fc3a6b2e87986c9853d0c0f7d63a3f9b7df8e4664d760fe12d
407	101	3	seed034	train	heavy	seed034_heavy	trojan	f472e4b4b5f905fc3a6b2e87986c9853d0c0f7d63a3f9b7df8e4664d760fe12d
408	101	4	seed034	train	heavy	seed034_heavy	direct	f472e4b4b5f905fc3a6b2e87986c9853d0c0f7d63a3f9b7df8e4664d760fe12d
409	102	1	seed035	train	light	seed035_light	shadowsocks	325bcdc2ee8f65c2a34b98af98457a0f59ff1daed52aa5e7148b9116170fcff0
410	102	2	seed035	train	light	seed035_light	trojan	325bcdc2ee8f65c2a34b98af98457a0f59ff1daed52aa5e7148b9116170fcff0
411	102	3	seed035	train	light	seed035_light	direct	325bcdc2ee8f65c2a34b98af98457a0f59ff1daed52aa5e7148b9116170fcff0
412	102	4	seed035	train	light	seed035_light	vless	325bcdc2ee8f65c2a34b98af98457a0f59ff1daed52aa5e7148b9116170fcff0
413	103	1	seed035	train	medium	seed035_medium	trojan	0e27c7c7e0a8091335dcf50f98ce3ad42229f0277200aeed34ea431aaa43b1d8
414	103	2	seed035	train	medium	seed035_medium	direct	0e27c7c7e0a8091335dcf50f98ce3ad42229f0277200aeed34ea431aaa43b1d8
415	103	3	seed035	train	medium	seed035_medium	vless	0e27c7c7e0a8091335dcf50f98ce3ad42229f0277200aeed34ea431aaa43b1d8
416	103	4	seed035	train	medium	seed035_medium	shadowsocks	0e27c7c7e0a8091335dcf50f98ce3ad42229f0277200aeed34ea431aaa43b1d8
417	104	1	seed035	train	heavy	seed035_heavy	direct	7522400edd8d2fdd10ebc2dc62560fb5b08d52f6ceb5f0974e8f0ee23494cb10
418	104	2	seed035	train	heavy	seed035_heavy	vless	7522400edd8d2fdd10ebc2dc62560fb5b08d52f6ceb5f0974e8f0ee23494cb10
419	104	3	seed035	train	heavy	seed035_heavy	shadowsocks	7522400edd8d2fdd10ebc2dc62560fb5b08d52f6ceb5f0974e8f0ee23494cb10
420	104	4	seed035	train	heavy	seed035_heavy	trojan	7522400edd8d2fdd10ebc2dc62560fb5b08d52f6ceb5f0974e8f0ee23494cb10
421	105	1	seed036	train	light	seed036_light	vless	d1582be8e7bfb7540775a5edd0601fcafc787646ef0af94e94947c96aec875ff
422	105	2	seed036	train	light	seed036_light	shadowsocks	d1582be8e7bfb7540775a5edd0601fcafc787646ef0af94e94947c96aec875ff
423	105	3	seed036	train	light	seed036_light	trojan	d1582be8e7bfb7540775a5edd0601fcafc787646ef0af94e94947c96aec875ff
424	105	4	seed036	train	light	seed036_light	direct	d1582be8e7bfb7540775a5edd0601fcafc787646ef0af94e94947c96aec875ff
425	106	1	seed036	train	medium	seed036_medium	shadowsocks	60b8b006109175617d326ec4a6a429d0f172a34cbd328b67666fa62963340b04
426	106	2	seed036	train	medium	seed036_medium	trojan	60b8b006109175617d326ec4a6a429d0f172a34cbd328b67666fa62963340b04
427	106	3	seed036	train	medium	seed036_medium	direct	60b8b006109175617d326ec4a6a429d0f172a34cbd328b67666fa62963340b04
428	106	4	seed036	train	medium	seed036_medium	vless	60b8b006109175617d326ec4a6a429d0f172a34cbd328b67666fa62963340b04
429	107	1	seed036	train	heavy	seed036_heavy	trojan	018e48f0bdb4ce830106fe888756434949d73790a92cf92bf0175ca458536499
430	107	2	seed036	train	heavy	seed036_heavy	direct	018e48f0bdb4ce830106fe888756434949d73790a92cf92bf0175ca458536499
431	107	3	seed036	train	heavy	seed036_heavy	vless	018e48f0bdb4ce830106fe888756434949d73790a92cf92bf0175ca458536499
432	107	4	seed036	train	heavy	seed036_heavy	shadowsocks	018e48f0bdb4ce830106fe888756434949d73790a92cf92bf0175ca458536499
433	108	1	seed037	train	light	seed037_light	direct	7d141416897f744b1a2be56d3262eccbffdeb72dbbe842ba3c31eefa180bc46d
434	108	2	seed037	train	light	seed037_light	vless	7d141416897f744b1a2be56d3262eccbffdeb72dbbe842ba3c31eefa180bc46d
435	108	3	seed037	train	light	seed037_light	shadowsocks	7d141416897f744b1a2be56d3262eccbffdeb72dbbe842ba3c31eefa180bc46d
436	108	4	seed037	train	light	seed037_light	trojan	7d141416897f744b1a2be56d3262eccbffdeb72dbbe842ba3c31eefa180bc46d
437	109	1	seed037	train	medium	seed037_medium	vless	d31d3c95f9f8ea910286281253808ebd0fc025da04efff08dae3d12b2eef909c
438	109	2	seed037	train	medium	seed037_medium	shadowsocks	d31d3c95f9f8ea910286281253808ebd0fc025da04efff08dae3d12b2eef909c
439	109	3	seed037	train	medium	seed037_medium	trojan	d31d3c95f9f8ea910286281253808ebd0fc025da04efff08dae3d12b2eef909c
440	109	4	seed037	train	medium	seed037_medium	direct	d31d3c95f9f8ea910286281253808ebd0fc025da04efff08dae3d12b2eef909c
441	110	1	seed037	train	heavy	seed037_heavy	shadowsocks	c77f1cdf88ec629a534a6993820dcc47fc32077a8ceec63dc9a7d5b9643eab7a
442	110	2	seed037	train	heavy	seed037_heavy	trojan	c77f1cdf88ec629a534a6993820dcc47fc32077a8ceec63dc9a7d5b9643eab7a
443	110	3	seed037	train	heavy	seed037_heavy	direct	c77f1cdf88ec629a534a6993820dcc47fc32077a8ceec63dc9a7d5b9643eab7a
444	110	4	seed037	train	heavy	seed037_heavy	vless	c77f1cdf88ec629a534a6993820dcc47fc32077a8ceec63dc9a7d5b9643eab7a
445	111	1	seed038	train	light	seed038_light	trojan	0b2ee3650f9053330c8e927d50701432c9d8bcc41e71eb367e7e81f146ede090
446	111	2	seed038	train	light	seed038_light	direct	0b2ee3650f9053330c8e927d50701432c9d8bcc41e71eb367e7e81f146ede090
447	111	3	seed038	train	light	seed038_light	vless	0b2ee3650f9053330c8e927d50701432c9d8bcc41e71eb367e7e81f146ede090
448	111	4	seed038	train	light	seed038_light	shadowsocks	0b2ee3650f9053330c8e927d50701432c9d8bcc41e71eb367e7e81f146ede090
449	112	1	seed038	train	medium	seed038_medium	direct	cac44971b70d6374843f46435a061fcdf6bef105233eb951d3096031964fa984
450	112	2	seed038	train	medium	seed038_medium	vless	cac44971b70d6374843f46435a061fcdf6bef105233eb951d3096031964fa984
451	112	3	seed038	train	medium	seed038_medium	shadowsocks	cac44971b70d6374843f46435a061fcdf6bef105233eb951d3096031964fa984
452	112	4	seed038	train	medium	seed038_medium	trojan	cac44971b70d6374843f46435a061fcdf6bef105233eb951d3096031964fa984
453	113	1	seed038	train	heavy	seed038_heavy	vless	abbd2d2121f5d41aa00237f127481f8975fbd110a734e42fe785574062f3c5e1
454	113	2	seed038	train	heavy	seed038_heavy	shadowsocks	abbd2d2121f5d41aa00237f127481f8975fbd110a734e42fe785574062f3c5e1
455	113	3	seed038	train	heavy	seed038_heavy	trojan	abbd2d2121f5d41aa00237f127481f8975fbd110a734e42fe785574062f3c5e1
456	113	4	seed038	train	heavy	seed038_heavy	direct	abbd2d2121f5d41aa00237f127481f8975fbd110a734e42fe785574062f3c5e1
457	114	1	seed039	train	light	seed039_light	shadowsocks	09601a0131ea9020def5399141fe7975f9b8cb8334ac29ae1597687ddd4ecf9e
458	114	2	seed039	train	light	seed039_light	trojan	09601a0131ea9020def5399141fe7975f9b8cb8334ac29ae1597687ddd4ecf9e
459	114	3	seed039	train	light	seed039_light	direct	09601a0131ea9020def5399141fe7975f9b8cb8334ac29ae1597687ddd4ecf9e
460	114	4	seed039	train	light	seed039_light	vless	09601a0131ea9020def5399141fe7975f9b8cb8334ac29ae1597687ddd4ecf9e
461	115	1	seed039	train	medium	seed039_medium	trojan	3a9768fdb7701376913866820daeae4b08810ab17b1bd12530caea596335c4aa
462	115	2	seed039	train	medium	seed039_medium	direct	3a9768fdb7701376913866820daeae4b08810ab17b1bd12530caea596335c4aa
463	115	3	seed039	train	medium	seed039_medium	vless	3a9768fdb7701376913866820daeae4b08810ab17b1bd12530caea596335c4aa
464	115	4	seed039	train	medium	seed039_medium	shadowsocks	3a9768fdb7701376913866820daeae4b08810ab17b1bd12530caea596335c4aa
465	116	1	seed039	train	heavy	seed039_heavy	direct	ca53bfe4ab4ea46f289dc4dbd730d8cb6cc610194dd638eb3c9827acfd441836
466	116	2	seed039	train	heavy	seed039_heavy	vless	ca53bfe4ab4ea46f289dc4dbd730d8cb6cc610194dd638eb3c9827acfd441836
467	116	3	seed039	train	heavy	seed039_heavy	shadowsocks	ca53bfe4ab4ea46f289dc4dbd730d8cb6cc610194dd638eb3c9827acfd441836
468	116	4	seed039	train	heavy	seed039_heavy	trojan	ca53bfe4ab4ea46f289dc4dbd730d8cb6cc610194dd638eb3c9827acfd441836
469	117	1	seed040	train	light	seed040_light	vless	41bbd105f1fb1b73a544b4d6d2be924de18416d40e5e98623f437072a3bdc956
470	117	2	seed040	train	light	seed040_light	shadowsocks	41bbd105f1fb1b73a544b4d6d2be924de18416d40e5e98623f437072a3bdc956
471	117	3	seed040	train	light	seed040_light	trojan	41bbd105f1fb1b73a544b4d6d2be924de18416d40e5e98623f437072a3bdc956
472	117	4	seed040	train	light	seed040_light	direct	41bbd105f1fb1b73a544b4d6d2be924de18416d40e5e98623f437072a3bdc956
473	118	1	seed040	train	medium	seed040_medium	shadowsocks	c2c04e1a9ae278923b323b04db5eb21f4c0beafaada32fd07490b4bff7e9e4e9
474	118	2	seed040	train	medium	seed040_medium	trojan	c2c04e1a9ae278923b323b04db5eb21f4c0beafaada32fd07490b4bff7e9e4e9
475	118	3	seed040	train	medium	seed040_medium	direct	c2c04e1a9ae278923b323b04db5eb21f4c0beafaada32fd07490b4bff7e9e4e9
476	118	4	seed040	train	medium	seed040_medium	vless	c2c04e1a9ae278923b323b04db5eb21f4c0beafaada32fd07490b4bff7e9e4e9
477	119	1	seed040	train	heavy	seed040_heavy	trojan	c09f4cf140b550ffd3063364650a2db44da4fb528e4de9dc17e2258872f31d45
478	119	2	seed040	train	heavy	seed040_heavy	direct	c09f4cf140b550ffd3063364650a2db44da4fb528e4de9dc17e2258872f31d45
479	119	3	seed040	train	heavy	seed040_heavy	vless	c09f4cf140b550ffd3063364650a2db44da4fb528e4de9dc17e2258872f31d45
480	119	4	seed040	train	heavy	seed040_heavy	shadowsocks	c09f4cf140b550ffd3063364650a2db44da4fb528e4de9dc17e2258872f31d45
481	120	1	seed041	train	light	seed041_light	direct	8ca53f2be1cb864aa763daf794bf8b8a4fd59ca3ee60fdebc42abef103d2c30b
482	120	2	seed041	train	light	seed041_light	vless	8ca53f2be1cb864aa763daf794bf8b8a4fd59ca3ee60fdebc42abef103d2c30b
483	120	3	seed041	train	light	seed041_light	shadowsocks	8ca53f2be1cb864aa763daf794bf8b8a4fd59ca3ee60fdebc42abef103d2c30b
484	120	4	seed041	train	light	seed041_light	trojan	8ca53f2be1cb864aa763daf794bf8b8a4fd59ca3ee60fdebc42abef103d2c30b
485	121	1	seed041	train	medium	seed041_medium	vless	fbf7d0d8d03e5e1fad75a92606207f35a714feb29eb1de356a4c66267f0e70a8
486	121	2	seed041	train	medium	seed041_medium	shadowsocks	fbf7d0d8d03e5e1fad75a92606207f35a714feb29eb1de356a4c66267f0e70a8
487	121	3	seed041	train	medium	seed041_medium	trojan	fbf7d0d8d03e5e1fad75a92606207f35a714feb29eb1de356a4c66267f0e70a8
488	121	4	seed041	train	medium	seed041_medium	direct	fbf7d0d8d03e5e1fad75a92606207f35a714feb29eb1de356a4c66267f0e70a8
489	122	1	seed041	train	heavy	seed041_heavy	shadowsocks	5b845007c6d923d6b2445599523ff907ac6e722e68f25a876703118898c025ea
490	122	2	seed041	train	heavy	seed041_heavy	trojan	5b845007c6d923d6b2445599523ff907ac6e722e68f25a876703118898c025ea
491	122	3	seed041	train	heavy	seed041_heavy	direct	5b845007c6d923d6b2445599523ff907ac6e722e68f25a876703118898c025ea
492	122	4	seed041	train	heavy	seed041_heavy	vless	5b845007c6d923d6b2445599523ff907ac6e722e68f25a876703118898c025ea
493	123	1	seed042	train	light	seed042_light	trojan	1f3c40ba46b08f16b68173b9c5c07e1d1bdd3754437420d0085265624c1b60cb
494	123	2	seed042	train	light	seed042_light	direct	1f3c40ba46b08f16b68173b9c5c07e1d1bdd3754437420d0085265624c1b60cb
495	123	3	seed042	train	light	seed042_light	vless	1f3c40ba46b08f16b68173b9c5c07e1d1bdd3754437420d0085265624c1b60cb
496	123	4	seed042	train	light	seed042_light	shadowsocks	1f3c40ba46b08f16b68173b9c5c07e1d1bdd3754437420d0085265624c1b60cb
497	124	1	seed042	train	medium	seed042_medium	direct	33779108b16c103c3749d2e3e89d34e5640469a7b252b1d9e798e6caa468e5ed
498	124	2	seed042	train	medium	seed042_medium	vless	33779108b16c103c3749d2e3e89d34e5640469a7b252b1d9e798e6caa468e5ed
499	124	3	seed042	train	medium	seed042_medium	shadowsocks	33779108b16c103c3749d2e3e89d34e5640469a7b252b1d9e798e6caa468e5ed
500	124	4	seed042	train	medium	seed042_medium	trojan	33779108b16c103c3749d2e3e89d34e5640469a7b252b1d9e798e6caa468e5ed
501	125	1	seed042	train	heavy	seed042_heavy	vless	7a50aba980b6675232bc2e660ee0459fc806509ffae502af37b099e9ded7d790
502	125	2	seed042	train	heavy	seed042_heavy	shadowsocks	7a50aba980b6675232bc2e660ee0459fc806509ffae502af37b099e9ded7d790
503	125	3	seed042	train	heavy	seed042_heavy	trojan	7a50aba980b6675232bc2e660ee0459fc806509ffae502af37b099e9ded7d790
504	125	4	seed042	train	heavy	seed042_heavy	direct	7a50aba980b6675232bc2e660ee0459fc806509ffae502af37b099e9ded7d790
505	126	1	seed043	train	light	seed043_light	shadowsocks	28786d9c095abceb0b223603f4c52c98f442673488b7797195afb28cd1ba4864
506	126	2	seed043	train	light	seed043_light	trojan	28786d9c095abceb0b223603f4c52c98f442673488b7797195afb28cd1ba4864
507	126	3	seed043	train	light	seed043_light	direct	28786d9c095abceb0b223603f4c52c98f442673488b7797195afb28cd1ba4864
508	126	4	seed043	train	light	seed043_light	vless	28786d9c095abceb0b223603f4c52c98f442673488b7797195afb28cd1ba4864
509	127	1	seed043	train	medium	seed043_medium	trojan	b94bd53c9df31baf6694561add5f8b9e677958304b186d97900f10bf6fd68dd3
510	127	2	seed043	train	medium	seed043_medium	direct	b94bd53c9df31baf6694561add5f8b9e677958304b186d97900f10bf6fd68dd3
511	127	3	seed043	train	medium	seed043_medium	vless	b94bd53c9df31baf6694561add5f8b9e677958304b186d97900f10bf6fd68dd3
512	127	4	seed043	train	medium	seed043_medium	shadowsocks	b94bd53c9df31baf6694561add5f8b9e677958304b186d97900f10bf6fd68dd3
513	128	1	seed043	train	heavy	seed043_heavy	direct	85334c3b70efd36f3b4cc6a826d28ffd2a3a58296ece518bff7ce156f763cc47
514	128	2	seed043	train	heavy	seed043_heavy	vless	85334c3b70efd36f3b4cc6a826d28ffd2a3a58296ece518bff7ce156f763cc47
515	128	3	seed043	train	heavy	seed043_heavy	shadowsocks	85334c3b70efd36f3b4cc6a826d28ffd2a3a58296ece518bff7ce156f763cc47
516	128	4	seed043	train	heavy	seed043_heavy	trojan	85334c3b70efd36f3b4cc6a826d28ffd2a3a58296ece518bff7ce156f763cc47
517	129	1	seed044	train	light	seed044_light	vless	8c7be7e43003046ee7d6bbc055a2312676e68fe43987c6b1ab06966e152cfa25
518	129	2	seed044	train	light	seed044_light	shadowsocks	8c7be7e43003046ee7d6bbc055a2312676e68fe43987c6b1ab06966e152cfa25
519	129	3	seed044	train	light	seed044_light	trojan	8c7be7e43003046ee7d6bbc055a2312676e68fe43987c6b1ab06966e152cfa25
520	129	4	seed044	train	light	seed044_light	direct	8c7be7e43003046ee7d6bbc055a2312676e68fe43987c6b1ab06966e152cfa25
521	130	1	seed044	train	medium	seed044_medium	shadowsocks	be88c7b59c806eaa7f2f41bc05ae60183a5f3dcd38af86561a1e3d117e0784f6
522	130	2	seed044	train	medium	seed044_medium	trojan	be88c7b59c806eaa7f2f41bc05ae60183a5f3dcd38af86561a1e3d117e0784f6
523	130	3	seed044	train	medium	seed044_medium	direct	be88c7b59c806eaa7f2f41bc05ae60183a5f3dcd38af86561a1e3d117e0784f6
524	130	4	seed044	train	medium	seed044_medium	vless	be88c7b59c806eaa7f2f41bc05ae60183a5f3dcd38af86561a1e3d117e0784f6
525	131	1	seed044	train	heavy	seed044_heavy	trojan	3c3ffb16fe8b412b827d14b002abd662b9cbfe24eb3937caadf41c94e52534ea
526	131	2	seed044	train	heavy	seed044_heavy	direct	3c3ffb16fe8b412b827d14b002abd662b9cbfe24eb3937caadf41c94e52534ea
527	131	3	seed044	train	heavy	seed044_heavy	vless	3c3ffb16fe8b412b827d14b002abd662b9cbfe24eb3937caadf41c94e52534ea
528	131	4	seed044	train	heavy	seed044_heavy	shadowsocks	3c3ffb16fe8b412b827d14b002abd662b9cbfe24eb3937caadf41c94e52534ea
529	132	1	seed045	train	light	seed045_light	direct	f67ad3c597412cc5e4426a8de49d3e0048e4357791fa4c0b901fd041e94105e7
530	132	2	seed045	train	light	seed045_light	vless	f67ad3c597412cc5e4426a8de49d3e0048e4357791fa4c0b901fd041e94105e7
531	132	3	seed045	train	light	seed045_light	shadowsocks	f67ad3c597412cc5e4426a8de49d3e0048e4357791fa4c0b901fd041e94105e7
532	132	4	seed045	train	light	seed045_light	trojan	f67ad3c597412cc5e4426a8de49d3e0048e4357791fa4c0b901fd041e94105e7
533	133	1	seed045	train	medium	seed045_medium	vless	6ef7d2e7308403d416490b6fc9aa7119faf91cf65dbfa4f63edefa431dc568b2
534	133	2	seed045	train	medium	seed045_medium	shadowsocks	6ef7d2e7308403d416490b6fc9aa7119faf91cf65dbfa4f63edefa431dc568b2
535	133	3	seed045	train	medium	seed045_medium	trojan	6ef7d2e7308403d416490b6fc9aa7119faf91cf65dbfa4f63edefa431dc568b2
536	133	4	seed045	train	medium	seed045_medium	direct	6ef7d2e7308403d416490b6fc9aa7119faf91cf65dbfa4f63edefa431dc568b2
537	134	1	seed045	train	heavy	seed045_heavy	shadowsocks	130f3bf0ffb170d956a30c9612ca59cc3efa6cd47b9f45e4c8baf606e7e3cfec
538	134	2	seed045	train	heavy	seed045_heavy	trojan	130f3bf0ffb170d956a30c9612ca59cc3efa6cd47b9f45e4c8baf606e7e3cfec
539	134	3	seed045	train	heavy	seed045_heavy	direct	130f3bf0ffb170d956a30c9612ca59cc3efa6cd47b9f45e4c8baf606e7e3cfec
540	134	4	seed045	train	heavy	seed045_heavy	vless	130f3bf0ffb170d956a30c9612ca59cc3efa6cd47b9f45e4c8baf606e7e3cfec
541	135	1	seed046	train	light	seed046_light	trojan	58dd215acead15f8a9c039dada306424f49d43678eeba168169807655094861e
542	135	2	seed046	train	light	seed046_light	direct	58dd215acead15f8a9c039dada306424f49d43678eeba168169807655094861e
543	135	3	seed046	train	light	seed046_light	vless	58dd215acead15f8a9c039dada306424f49d43678eeba168169807655094861e
544	135	4	seed046	train	light	seed046_light	shadowsocks	58dd215acead15f8a9c039dada306424f49d43678eeba168169807655094861e
545	136	1	seed046	train	medium	seed046_medium	direct	bcde459bdc5c5f74ee5421e932271f821ef12dbe337feb9cddb6088c05c96c80
546	136	2	seed046	train	medium	seed046_medium	vless	bcde459bdc5c5f74ee5421e932271f821ef12dbe337feb9cddb6088c05c96c80
547	136	3	seed046	train	medium	seed046_medium	shadowsocks	bcde459bdc5c5f74ee5421e932271f821ef12dbe337feb9cddb6088c05c96c80
548	136	4	seed046	train	medium	seed046_medium	trojan	bcde459bdc5c5f74ee5421e932271f821ef12dbe337feb9cddb6088c05c96c80
549	137	1	seed046	train	heavy	seed046_heavy	vless	bc22d97c6e549608ce557518e56f877b763394a012b4d3904d0c0704f1f02a7d
550	137	2	seed046	train	heavy	seed046_heavy	shadowsocks	bc22d97c6e549608ce557518e56f877b763394a012b4d3904d0c0704f1f02a7d
551	137	3	seed046	train	heavy	seed046_heavy	trojan	bc22d97c6e549608ce557518e56f877b763394a012b4d3904d0c0704f1f02a7d
552	137	4	seed046	train	heavy	seed046_heavy	direct	bc22d97c6e549608ce557518e56f877b763394a012b4d3904d0c0704f1f02a7d
553	138	1	seed047	train	light	seed047_light	shadowsocks	a80414360460eff7ea4492fddf9a57ee0e37e90eee0de27352a9ce65953386b0
554	138	2	seed047	train	light	seed047_light	trojan	a80414360460eff7ea4492fddf9a57ee0e37e90eee0de27352a9ce65953386b0
555	138	3	seed047	train	light	seed047_light	direct	a80414360460eff7ea4492fddf9a57ee0e37e90eee0de27352a9ce65953386b0
556	138	4	seed047	train	light	seed047_light	vless	a80414360460eff7ea4492fddf9a57ee0e37e90eee0de27352a9ce65953386b0
557	139	1	seed047	train	medium	seed047_medium	trojan	3694346d82087c10d4041787b3e1e16c0cc0e115ef601c7ef568d47064ac9b94
558	139	2	seed047	train	medium	seed047_medium	direct	3694346d82087c10d4041787b3e1e16c0cc0e115ef601c7ef568d47064ac9b94
559	139	3	seed047	train	medium	seed047_medium	vless	3694346d82087c10d4041787b3e1e16c0cc0e115ef601c7ef568d47064ac9b94
560	139	4	seed047	train	medium	seed047_medium	shadowsocks	3694346d82087c10d4041787b3e1e16c0cc0e115ef601c7ef568d47064ac9b94
561	140	1	seed047	train	heavy	seed047_heavy	direct	a4654af30a84a6488d0afaf12742b043ad180e5f618dc2a3f6d2f30b87e33e4b
562	140	2	seed047	train	heavy	seed047_heavy	vless	a4654af30a84a6488d0afaf12742b043ad180e5f618dc2a3f6d2f30b87e33e4b
563	140	3	seed047	train	heavy	seed047_heavy	shadowsocks	a4654af30a84a6488d0afaf12742b043ad180e5f618dc2a3f6d2f30b87e33e4b
564	140	4	seed047	train	heavy	seed047_heavy	trojan	a4654af30a84a6488d0afaf12742b043ad180e5f618dc2a3f6d2f30b87e33e4b
565	141	1	seed048	train	light	seed048_light	vless	3018a4ea81462531f80f74077683c286b008a2102aa9839e3d4ff96b765fb707
566	141	2	seed048	train	light	seed048_light	shadowsocks	3018a4ea81462531f80f74077683c286b008a2102aa9839e3d4ff96b765fb707
567	141	3	seed048	train	light	seed048_light	trojan	3018a4ea81462531f80f74077683c286b008a2102aa9839e3d4ff96b765fb707
568	141	4	seed048	train	light	seed048_light	direct	3018a4ea81462531f80f74077683c286b008a2102aa9839e3d4ff96b765fb707
569	142	1	seed048	train	medium	seed048_medium	shadowsocks	22a7305bca99e4fafd3f58505a30ea6a8e5ec8e0d800c05fdc55c0f76890a8d9
570	142	2	seed048	train	medium	seed048_medium	trojan	22a7305bca99e4fafd3f58505a30ea6a8e5ec8e0d800c05fdc55c0f76890a8d9
571	142	3	seed048	train	medium	seed048_medium	direct	22a7305bca99e4fafd3f58505a30ea6a8e5ec8e0d800c05fdc55c0f76890a8d9
572	142	4	seed048	train	medium	seed048_medium	vless	22a7305bca99e4fafd3f58505a30ea6a8e5ec8e0d800c05fdc55c0f76890a8d9
573	143	1	seed048	train	heavy	seed048_heavy	trojan	60f7c5d61ffdaf9ece0f0dfa39c7c3f3f405ae887010d353e0f64e825d810bec
574	143	2	seed048	train	heavy	seed048_heavy	direct	60f7c5d61ffdaf9ece0f0dfa39c7c3f3f405ae887010d353e0f64e825d810bec
575	143	3	seed048	train	heavy	seed048_heavy	vless	60f7c5d61ffdaf9ece0f0dfa39c7c3f3f405ae887010d353e0f64e825d810bec
576	143	4	seed048	train	heavy	seed048_heavy	shadowsocks	60f7c5d61ffdaf9ece0f0dfa39c7c3f3f405ae887010d353e0f64e825d810bec
577	144	1	seed049	train	light	seed049_light	direct	df5109b291a724f7c8fbd567fd04266661e4cc48fb8a641c89c63398e94add50
578	144	2	seed049	train	light	seed049_light	vless	df5109b291a724f7c8fbd567fd04266661e4cc48fb8a641c89c63398e94add50
579	144	3	seed049	train	light	seed049_light	shadowsocks	df5109b291a724f7c8fbd567fd04266661e4cc48fb8a641c89c63398e94add50
580	144	4	seed049	train	light	seed049_light	trojan	df5109b291a724f7c8fbd567fd04266661e4cc48fb8a641c89c63398e94add50
581	145	1	seed049	train	medium	seed049_medium	vless	676c5cb81255051bcbbac6655bad9dc16e04cdecfea99974821720888a9368cc
582	145	2	seed049	train	medium	seed049_medium	shadowsocks	676c5cb81255051bcbbac6655bad9dc16e04cdecfea99974821720888a9368cc
583	145	3	seed049	train	medium	seed049_medium	trojan	676c5cb81255051bcbbac6655bad9dc16e04cdecfea99974821720888a9368cc
584	145	4	seed049	train	medium	seed049_medium	direct	676c5cb81255051bcbbac6655bad9dc16e04cdecfea99974821720888a9368cc
585	146	1	seed049	train	heavy	seed049_heavy	shadowsocks	238d607001edf66b4b7719ff239e23e6cf1872d08fe15507aca5389f627307a5
586	146	2	seed049	train	heavy	seed049_heavy	trojan	238d607001edf66b4b7719ff239e23e6cf1872d08fe15507aca5389f627307a5
587	146	3	seed049	train	heavy	seed049_heavy	direct	238d607001edf66b4b7719ff239e23e6cf1872d08fe15507aca5389f627307a5
588	146	4	seed049	train	heavy	seed049_heavy	vless	238d607001edf66b4b7719ff239e23e6cf1872d08fe15507aca5389f627307a5
589	147	1	seed050	train	light	seed050_light	trojan	99bb8e47a4bc9b6041a1201dbc59cc2476af8963f9cb215ad1e9407c87433af8
590	147	2	seed050	train	light	seed050_light	direct	99bb8e47a4bc9b6041a1201dbc59cc2476af8963f9cb215ad1e9407c87433af8
591	147	3	seed050	train	light	seed050_light	vless	99bb8e47a4bc9b6041a1201dbc59cc2476af8963f9cb215ad1e9407c87433af8
592	147	4	seed050	train	light	seed050_light	shadowsocks	99bb8e47a4bc9b6041a1201dbc59cc2476af8963f9cb215ad1e9407c87433af8
593	148	1	seed050	train	medium	seed050_medium	direct	34f0b0eb4cfd467cf48b638e7abffa9a2f707f21cee08f534026877c5f09e1f1
594	148	2	seed050	train	medium	seed050_medium	vless	34f0b0eb4cfd467cf48b638e7abffa9a2f707f21cee08f534026877c5f09e1f1
595	148	3	seed050	train	medium	seed050_medium	shadowsocks	34f0b0eb4cfd467cf48b638e7abffa9a2f707f21cee08f534026877c5f09e1f1
596	148	4	seed050	train	medium	seed050_medium	trojan	34f0b0eb4cfd467cf48b638e7abffa9a2f707f21cee08f534026877c5f09e1f1
597	149	1	seed050	train	heavy	seed050_heavy	vless	bfb2efac314c9306f11e7159245a1ebf662ef2bc8d217378896d5abc953cd169
598	149	2	seed050	train	heavy	seed050_heavy	shadowsocks	bfb2efac314c9306f11e7159245a1ebf662ef2bc8d217378896d5abc953cd169
599	149	3	seed050	train	heavy	seed050_heavy	trojan	bfb2efac314c9306f11e7159245a1ebf662ef2bc8d217378896d5abc953cd169
600	149	4	seed050	train	heavy	seed050_heavy	direct	bfb2efac314c9306f11e7159245a1ebf662ef2bc8d217378896d5abc953cd169
601	150	1	seed051	train	light	seed051_light	shadowsocks	691e08eb635d29701e76b8e164dceb42dd2559ce1cee54c41acdc85bb962a266
602	150	2	seed051	train	light	seed051_light	trojan	691e08eb635d29701e76b8e164dceb42dd2559ce1cee54c41acdc85bb962a266
603	150	3	seed051	train	light	seed051_light	direct	691e08eb635d29701e76b8e164dceb42dd2559ce1cee54c41acdc85bb962a266
604	150	4	seed051	train	light	seed051_light	vless	691e08eb635d29701e76b8e164dceb42dd2559ce1cee54c41acdc85bb962a266
