domain_id	rank	domain	rank_bucket	source_list_id	source_sha256	syntax_eligible	reachability_eligible	main_http_status	main_commit_success	main_commit_latency_ms	warning_count	audit_timestamp	attempt1_status	attempt1_commit_success	attempt1_commit_latency_ms	attempt1_warning_count	attempt1_error	attempt2_status	attempt2_commit_success	attempt2_commit_latency_ms	attempt2_warning_count	attempt2_error	attempt3_status	attempt3_commit_success	attempt3_commit_latency_ms	attempt3_warning_count	attempt3_error	attempt4_status	attempt4_commit_success	attempt4_commit_latency_ms	attempt4_warning_count	attempt4_error	rate_limit_429_count	hard_failure_count	warning_count	replay_stable	audit_timestamp
domain0170	461	skyhigh.cloud	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3629	8	2026-08-29T05:39:37Z	200	true	12536	2		200	true	12035	2		200	true	11849	2		200	true	13184	2		0	0	8	true	2026-08-29T05:39:37Z
domain0171	462	mikrotik.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1404	1	2026-08-29T05:39:36Z	200	true	7389	0		200	true	6188	0		200	true	7652	0		200	true	12121	1		0	0	1	true	2026-08-29T05:39:36Z
domain0172	464	statista.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4312	0	2026-08-29T05:39:40Z	200	true	6238	0		200	true	12409	0		200	true	8717	0		200	true	6064	0		0	0	0	true	2026-08-29T05:39:40Z
domain0173	470	ietf.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2655	0	2026-08-29T05:39:44Z	200	true	3578	0		200	true	3718	0		200	true	4046	0		200	true	2743	0		0	0	0	true	2026-08-29T05:39:44Z
domain0174	474	arxiv.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1260	2	2026-08-29T05:40:07Z	200	true	11140	1		200	true	11093	1		200	true	2534	0		200	true	10784	0		0	0	2	true	2026-08-29T05:40:07Z
domain0175	478	addtoany.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3267	4	2026-08-29T05:39:49Z	200	true	3240	1		200	true	4503	1		200	true	2604	1		200	true	4360	1		0	0	4	true	2026-08-29T05:39:49Z
domain0176	479	ivi.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	14949	1	2026-08-29T05:40:21Z	200	true	12307	0		200	true	11472	0		200	true	9443	0		0	false	9802	1	"Error: Page.goto: net::ERR_SOCKET_NOT_CONNECTED at https://ivi.ru/
Call log:
  - navigating to ""https://ivi.ru/"", waiting until ""commit""
"	0	1	1	false	2026-08-29T05:40:21Z
domain0177	485	adriver.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2830	8	2026-08-29T05:40:46Z	200	true	16303	2		200	true	17580	2		200	true	15748	2		200	true	16602	2		0	0	8	true	2026-08-29T05:40:46Z
domain0178	487	npr.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4395	49	2026-08-29T05:40:32Z	200	true	11574	16		200	true	10888	12		200	true	7779	6		200	true	10172	15		0	0	49	true	2026-08-29T05:40:32Z
domain0179	490	mysql.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3655	0	2026-08-29T05:40:19Z	200	true	7358	0		200	true	4904	0		200	true	7052	0		200	true	6962	0		0	0	0	true	2026-08-29T05:40:19Z
domain0180	491	eventbrite.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3649	0	2026-08-29T05:40:06Z	200	true	2462	0		200	true	2491	0		200	true	3008	0		200	true	2185	0		0	0	0	true	2026-08-29T05:40:06Z
domain0181	498	aol.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3355	36	2026-08-29T05:40:15Z	200	true	3757	9		200	true	3481	9		200	true	3425	9		200	true	4542	9		0	0	36	true	2026-08-29T05:40:15Z
domain0182	505	atlassian.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1125	4	2026-08-29T05:40:51Z	0	false	30001	1	"TimeoutError: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://atlassian.net/"", waiting until ""commit""
"	200	true	5315	1		200	true	4407	1		200	true	6915	1		0	1	4	false	2026-08-29T05:40:51Z
domain0183	506	amzn.to	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	1421	0	2026-08-29T05:40:43Z	202	true	4921	0		202	true	4042	0		202	true	6610	0		202	true	5737	0		0	0	0	true	2026-08-29T05:40:43Z
domain0184	507	mediatek.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3172	80	2026-08-29T05:41:09Z	200	true	11381	38		200	true	13498	1		200	true	9319	2		200	true	11790	39		0	0	80	true	2026-08-29T05:41:09Z
domain0185	512	supercell.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	872	0	2026-08-29T05:40:55Z	200	true	5068	0		200	true	10706	0		200	true	4298	0		200	true	4569	0		0	0	0	true	2026-08-29T05:40:55Z
domain0186	517	gosuslugi.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1492	0	2026-08-29T05:40:51Z	200	true	4045	0		200	true	6418	0		200	true	2425	0		200	true	3984	0		0	0	0	true	2026-08-29T05:40:51Z
domain0187	521	vkontakte.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2178	4	2026-08-29T05:41:28Z	200	true	12580	1		200	true	12778	1		200	true	13816	1		200	true	12514	1		0	0	4	true	2026-08-29T05:41:28Z
domain0188	525	dynatrace.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3322	0	2026-08-29T05:40:58Z	200	true	3009	0		200	true	2597	0		200	true	2662	0		200	true	2120	0		0	0	0	true	2026-08-29T05:40:58Z
domain0189	526	firefox.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5994	3	2026-08-29T05:41:52Z	200	true	13176	0		200	true	12216	1		200	true	13886	1		200	true	14067	1		0	0	3	true	2026-08-29T05:41:52Z
domain0190	530	visualstudio.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4566	2	2026-08-29T05:41:50Z	200	true	14756	1		200	true	14316	1		200	true	11037	0		200	true	7564	0		0	0	2	true	2026-08-29T05:41:50Z
domain0191	536	amazon.co.za	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	2923	0	2026-08-29T05:41:30Z	202	true	7314	0		202	true	7592	0		202	true	4744	0		202	true	4247	0		0	0	0	true	2026-08-29T05:41:30Z
domain0192	537	okta.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2604	16	2026-08-29T05:41:50Z	200	true	10869	3		200	true	10825	6		200	true	10793	2		200	true	10812	5		0	0	16	true	2026-08-29T05:41:50Z
domain0193	540	jquery.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	844	0	2026-08-29T05:41:23Z	200	true	4187	0		200	true	2780	0		200	true	3190	0		200	true	2108	0		0	0	0	true	2026-08-29T05:41:23Z
domain0194	541	capcut.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	902	0	2026-08-29T05:41:27Z	200	true	3677	0		200	true	3550	0		200	true	3580	0		200	true	3122	0		0	0	0	true	2026-08-29T05:41:27Z
domain0195	545	squarespace.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2944	4	2026-08-29T05:42:13Z	200	true	11725	1		200	true	11751	1		200	true	13003	1		200	true	12645	1		0	0	4	true	2026-08-29T05:42:13Z
domain0196	546	cloudflareinsights.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1370	0	2026-08-29T05:41:43Z	200	true	924	0		200	true	1155	0		200	true	1047	0		200	true	832	0		0	0	0	true	2026-08-29T05:41:43Z
domain0197	554	fast.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1793	0	2026-08-29T05:41:55Z	200	true	2846	0		200	true	2577	0		200	true	3745	0		200	true	2376	0		0	0	0	true	2026-08-29T05:41:55Z
domain0198	556	tplinkcloud.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1491	0	2026-08-29T05:41:51Z	200	true	2857	0		200	true	1480	0		200	true	1636	0		200	true	1425	0		0	0	0	true	2026-08-29T05:41:51Z
domain0199	557	noaa.gov	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4573	4	2026-08-29T05:42:41Z	200	true	13032	1		200	true	14022	1		200	true	14328	1		200	true	13926	1		0	0	4	true	2026-08-29T05:42:41Z
domain0200	558	cookielaw.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4560	0	2026-08-29T05:42:25Z	200	true	6366	0		200	true	5898	0		200	true	9862	0		200	true	4219	0		0	0	0	true	2026-08-29T05:42:25Z
domain0201	560	palmplaystore.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1437	0	2026-08-29T05:42:29Z	200	true	6233	0		200	true	4883	0		200	true	6147	0		200	true	6539	0		0	0	0	true	2026-08-29T05:42:29Z
domain0202	561	cornell.edu	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2991	12	2026-08-29T05:42:57Z	200	true	13441	3		200	true	12829	3		200	true	12159	3		200	true	12719	3		0	0	12	true	2026-08-29T05:42:57Z
domain0203	566	360yield.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2382	4	2026-08-29T05:42:55Z	200	true	13049	1		200	true	11902	1		200	true	11873	1		200	true	12007	1		0	0	4	true	2026-08-29T05:42:55Z
domain0204	570	eset.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2394	2	2026-08-29T05:42:56Z	200	true	11098	0		200	true	14224	1		200	true	14768	1		200	true	8720	0		0	0	2	true	2026-08-29T05:42:56Z
domain0205	571	icloud-content.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2156	0	2026-08-29T05:42:19Z	200	true	2484	0		200	true	2597	0		200	true	1796	0		200	true	1835	0		0	0	0	true	2026-08-29T05:42:19Z
domain0206	573	aboutads.info	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3456	4	2026-08-29T05:43:22Z	200	true	13419	1		200	true	13813	1		200	true	13217	1		200	true	12906	1		0	0	4	true	2026-08-29T05:43:22Z
domain0207	575	uol.com.br	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4178	1	2026-08-29T05:42:50Z	200	true	5368	1		200	true	3893	0		200	true	2441	0		200	true	4216	0		0	0	1	true	2026-08-29T05:42:50Z
domain0208	576	teamviewer.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2346	4	2026-08-29T05:43:31Z	200	true	12739	1		200	true	12146	1		200	true	12791	1		200	true	13380	1		0	0	4	true	2026-08-29T05:43:31Z
domain0209	578	grammarly.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1958	0	2026-08-29T05:42:54Z	200	true	2367	0		200	true	2244	0		200	true	2002	0		200	true	2632	0		0	0	0	true	2026-08-29T05:42:54Z
domain0210	579	dreamhost.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2061	0	2026-08-29T05:43:17Z	200	true	7270	0		200	true	4473	0		200	true	5233	0		200	true	3136	0		0	0	0	true	2026-08-29T05:43:17Z
domain0211	580	shopee.com.br	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1799	0	2026-08-29T05:43:27Z	200	true	5612	0		200	true	4910	0		200	true	4843	0		200	true	6090	0		0	0	0	true	2026-08-29T05:43:27Z
domain0212	582	target.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3215	4	2026-08-29T05:44:09Z	200	true	14748	1		200	true	16734	1		200	true	14356	1		200	true	13806	1		0	0	4	true	2026-08-29T05:44:09Z
domain0213	587	3lift.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1229	0	2026-08-29T05:43:34Z	200	true	5058	0		200	true	5958	0		200	true	5980	0		200	true	6209	0		0	0	0	true	2026-08-29T05:43:34Z
domain0214	589	ca.gov	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2315	1	2026-08-29T05:43:34Z	200	true	6037	1		200	true	5233	0		200	true	5595	0		200	true	5472	0		0	0	1	true	2026-08-29T05:43:34Z
domain0215	590	ieee.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	2647	0	2026-08-29T05:43:21Z	202	true	2370	0		202	true	1955	0		202	true	2014	0		202	true	2174	0		0	0	0	true	2026-08-29T05:43:21Z
domain0216	591	hotjar.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3826	1	2026-08-29T05:43:46Z	200	true	3720	1		200	true	3293	0		200	true	2946	0		200	true	3858	0		0	0	1	true	2026-08-29T05:43:46Z
domain0217	594	playstation.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5033	8	2026-08-29T05:44:30Z	200	true	13885	2		200	true	13120	2		200	true	13015	2		200	true	13401	2		0	0	8	true	2026-08-29T05:44:30Z
domain0218	596	pushy.io	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4093	4	2026-08-29T05:44:33Z	200	true	13514	1		200	true	14073	1		200	true	13237	1		200	true	14847	1		0	0	4	true	2026-08-29T05:44:33Z
domain0219	598	digitalocean.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1270	0	2026-08-29T05:43:53Z	200	true	1917	0		200	true	3409	0		200	true	2530	0		200	true	1988	0		0	0	0	true	2026-08-29T05:43:53Z
domain0220	601	wix.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2176	0	2026-08-29T05:44:06Z	200	true	4979	0		200	true	5054	0		200	true	4347	0		200	true	5023	0		0	0	0	true	2026-08-29T05:44:06Z
domain0221	603	imgsmail.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5248	16	2026-08-29T05:44:53Z	200	true	16278	4		200	true	14947	4		200	true	15662	4		200	true	16492	4		0	0	16	true	2026-08-29T05:44:53Z
domain0222	606	klaviyo.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2618	21	2026-08-29T05:44:40Z	200	true	12578	3		200	true	11849	6		200	true	13425	6		200	true	12996	6		0	0	21	true	2026-08-29T05:44:40Z
domain0223	609	amazon.fr	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	3773	0	2026-08-29T05:44:26Z	202	true	7623	0		202	true	5279	0		202	true	6201	0		202	true	4370	0		0	0	0	true	2026-08-29T05:44:26Z
domain0224	612	surveymonkey.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3382	0	2026-08-29T05:44:13Z	200	true	2032	0		200	true	905	0		200	true	891	0		200	true	914	0		0	0	0	true	2026-08-29T05:44:13Z
domain0225	613	onetrust.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1622	4	2026-08-29T05:44:39Z	200	true	9620	1		200	true	2463	1		200	true	2622	1		200	true	2803	1		0	0	4	true	2026-08-29T05:44:39Z
domain0226	614	unesco.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	4773	4	2026-08-29T05:45:21Z	200	true	15240	1		200	true	13688	1		200	true	13615	1		200	true	13653	1		0	0	4	true	2026-08-29T05:45:21Z
domain0227	615	anthropic.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3167	0	2026-08-29T05:44:57Z	200	true	7586	0		200	true	7722	0		200	true	7661	0		200	true	4900	0		0	0	0	true	2026-08-29T05:44:57Z
domain0228	616	webempresa.eu	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	7492	4	2026-08-29T05:45:40Z	200	true	15205	1		200	true	14682	1		200	true	14874	1		200	true	13996	1		0	0	4	true	2026-08-29T05:45:40Z
domain0229	617	nintendo.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3305	12	2026-08-29T05:45:48Z	200	true	16901	3		200	true	14350	3		200	true	13092	3		200	true	17646	3		0	0	12	true	2026-08-29T05:45:48Z
domain0230	618	atlassian.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3510	4	2026-08-29T05:45:21Z	200	true	7245	1		200	true	7511	1		200	true	7877	1		200	true	9663	1		0	0	4	true	2026-08-29T05:45:21Z
domain0231	619	uk.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1237	1	2026-08-29T05:45:18Z	200	true	2915	0		200	true	7374	0		200	true	7393	0		200	true	4985	1		0	0	1	true	2026-08-29T05:45:18Z
domain0232	621	jotform.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3079	0	2026-08-29T05:45:17Z	200	true	5466	0		200	true	4948	0		200	true	4929	0		200	true	5833	0		0	0	0	true	2026-08-29T05:45:17Z
domain0233	623	ikea.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2413	0	2026-08-29T05:45:30Z	200	true	4776	0		200	true	5335	0		200	true	4526	0		200	true	6652	0		0	0	0	true	2026-08-29T05:45:30Z
domain0234	624	sagepub.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3408	0	2026-08-29T05:45:27Z	200	true	5829	0		200	true	2754	0		200	true	3395	0		200	true	2895	0		0	0	0	true	2026-08-29T05:45:27Z
domain0235	625	free.fr	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1522	0	2026-08-29T05:46:04Z	200	true	3605	0		200	true	12252	0		200	true	7547	0		200	true	7890	0		0	0	0	true	2026-08-29T05:46:04Z
domain0236	627	sharethrough.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2540	4	2026-08-29T05:46:23Z	200	true	12563	1		200	true	12433	1		200	true	12270	1		200	true	12125	1		0	0	4	true	2026-08-29T05:46:23Z
domain0237	628	360.cn	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	269	0	2026-08-29T05:45:39Z	200	true	461	0		200	true	283	0		200	true	617	0		200	true	451	0		0	0	0	true	2026-08-29T05:45:39Z
domain0238	629	cdnvideo.ru	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	9024	4	2026-08-29T05:46:42Z	200	true	15878	1		200	true	16963	1		200	true	15532	1		200	true	16600	1		0	0	4	true	2026-08-29T05:46:42Z
domain0239	631	braze.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2901	0	2026-08-29T05:45:58Z	200	true	2740	0		200	true	3353	0		200	true	4385	0		200	true	5221	0		0	0	0	true	2026-08-29T05:45:58Z
domain0240	632	techcrunch.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	1805	11	2026-08-29T05:46:29Z	200	true	10892	3		200	true	11066	3		200	true	10929	2		200	true	10787	3		0	0	11	true	2026-08-29T05:46:29Z
domain0241	634	dyndns.org	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2734	0	2026-08-29T05:46:16Z	200	true	8466	0		200	true	4808	0		200	true	3442	0		200	true	4831	0		0	0	0	true	2026-08-29T05:46:16Z
domain0242	638	amazon.ca	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	202	true	2481	4	2026-08-29T05:46:29Z	200	true	9410	1		200	true	7318	1		200	true	9115	1		200	true	7265	1		0	0	4	true	2026-08-29T05:46:29Z
domain0243	640	branch.io	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2936	0	2026-08-29T05:46:17Z	200	true	3526	0		200	true	2774	0		200	true	3777	0		200	true	3307	0		0	0	0	true	2026-08-29T05:46:17Z
domain0244	641	ovh.net	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3506	4	2026-08-29T05:46:31Z	200	true	4671	1		200	true	5282	1		200	true	2988	1		200	true	4164	1		0	0	4	true	2026-08-29T05:46:31Z
domain0245	648	redhat.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3311	0	2026-08-29T05:46:33Z	200	true	4294	0		200	true	2514	0		200	true	3933	0		200	true	2450	0		0	0	0	true	2026-08-29T05:46:33Z
domain0246	652	service.gov.uk	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3082	4	2026-08-29T05:47:24Z	200	true	14000	1		200	true	13231	1		200	true	13034	1		200	true	12200	1		0	0	4	true	2026-08-29T05:47:24Z
domain0247	655	nike.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	5826	0	2026-08-29T05:46:48Z	200	true	6741	0		200	true	3073	0		200	true	3420	0		200	true	2849	0		0	0	0	true	2026-08-29T05:46:48Z
domain0248	656	stackadapt.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3990	0	2026-08-29T05:47:01Z	200	true	5567	0		200	true	5444	0		200	true	6045	0		200	true	5569	0		0	0	0	true	2026-08-29T05:47:01Z
domain0249	657	amazon.in	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3486	0	2026-08-29T05:47:08Z	202	true	4715	0		202	true	5053	0		202	true	5952	0		202	true	8375	0		0	0	0	true	2026-08-29T05:47:08Z
domain0250	664	intercom.io	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	6221	0	2026-08-29T05:47:02Z	200	true	4564	0		200	true	3528	0		200	true	4355	0		200	true	4735	0		0	0	0	true	2026-08-29T05:47:02Z
domain0251	665	cbsnews.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2488	4	2026-08-29T05:47:38Z	200	true	12320	1		200	true	12982	1		200	true	13783	1		200	true	12153	1		0	0	4	true	2026-08-29T05:47:38Z
domain0252	668	outbrain.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2659	8	2026-08-29T05:47:47Z	200	true	17109	2		200	true	16806	2		200	true	12559	2		200	true	12216	2		0	0	8	true	2026-08-29T05:47:47Z
domain0253	669	fontawesome.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	918	8	2026-08-29T05:47:43Z	200	true	11402	2		200	true	11677	2		200	true	11413	2		200	true	11232	2		0	0	8	true	2026-08-29T05:47:43Z
domain0254	671	primevideo.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3787	0	2026-08-29T05:47:26Z	200	true	6244	0		200	true	5631	0		200	true	5482	0		200	true	5340	0		0	0	0	true	2026-08-29T05:47:26Z
domain0255	674	meta.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	2509	1	2026-08-29T05:47:49Z	200	true	15070	1		200	true	4349	0		200	true	7909	0		200	true	4575	0		0	0	1	true	2026-08-29T05:47:49Z
domain0256	676	cnet.com	top_1_1000	46W9X	264830dfe5bbf84daeb23d482123d0a7eab1f6ee6830f08984c563be18d998aa	true	true	200	true	3166	0	2026-08-29T05:48:02Z	200	true	12288	0		200	true	11205	0		200	true	9554	0		200	true	11130	0		0	0	0	true	2026-08-29T05:48:02Z
